Month,Route,Time,Day,Incident,Station ID,Min Delay
3,509,554,Saturday,Mechanical,13362,0
3,501,636,Saturday,Mechanical,6523,0
3,510,863,Saturday,Mechanical,11985,0
3,506,907,Saturday,Mechanical,814,0
3,504,961,Saturday,Investigation,4188,0
3,512,1032,Saturday,Investigation,14958,0
3,505,1142,Saturday,Emergency Services,2194,0
3,504,1147,Saturday,Mechanical,3374,0
3,505,25,Sunday,Investigation,2194,0
3,506,58,Sunday,Investigation,1117,0
3,501,333,Sunday,Investigation,16402,0
3,505,502,Sunday,Mechanical,2194,0
3,509,596,Sunday,Mechanical,13362,0
3,506,635,Sunday,Mechanical,1252,0
3,505,636,Sunday,Emergency Services,14639,0
3,506,835,Sunday,Investigation,1117,0
3,501,868,Sunday,Mechanical,6523,0
3,505,1000,Sunday,Mechanical,14639,0
3,512,1030,Sunday,Held By,14778,1
3,505,1044,Sunday,Mechanical,14639,0
3,506,1261,Sunday,General Delay,838,0
3,505,1263,Sunday,General Delay,17677,0
3,506,1374,Sunday,Utilized Off Route,812,0
3,506,1391,Sunday,Mechanical,844,0
3,505,329,Monday,Mechanical,14639,0
3,504,620,Monday,Investigation,15639,0
3,506,657,Monday,Diversion,754,1
3,505,776,Monday,Mechanical,14639,0
3,512,831,Monday,Investigation,14778,0
3,504,942,Monday,Held By,3374,0
3,510,1168,Monday,Emergency Services,14816,0
3,512,1197,Monday,Mechanical,8178,0
3,501,1306,Monday,Mechanical,6523,0
3,510,1409,Monday,Emergency Services,7347,0
3,510,2,Tuesday,Investigation,14816,0
3,504,16,Tuesday,Mechanical,12538,0
3,504,53,Tuesday,Mechanical,14665,0
3,504,59,Tuesday,Investigation,4156,0
3,504,60,Tuesday,Emergency Services,14665,0
3,504,208,Tuesday,Mechanical,14640,0
3,512,314,Tuesday,Held By,8153,0
3,501,513,Tuesday,Mechanical,16402,0
3,501,651,Tuesday,Held By,3061,0
3,501,888,Tuesday,Investigation,6839,0
3,504,968,Tuesday,Mechanical,14665,0
3,506,1051,Tuesday,Mechanical,760,0
3,504,891,Wednesday,Late Leaving Garage,3374,1
3,506,926,Wednesday,Mechanical,752,0
3,501,1188,Wednesday,Mechanical,6849,0
3,501,1219,Wednesday,Investigation,3088,0
3,505,86,Thursday,Investigation,14639,0
3,504,267,Thursday,Mechanical,3374,0
3,511,269,Thursday,Late Leaving Garage,161,0
3,511,275,Thursday,Late Leaving Garage,161,0
3,511,276,Thursday,Late Leaving Garage,161,0
3,512,276,Thursday,Late Leaving Garage,8153,0
3,512,366,Thursday,Late Leaving Garage,8153,0
3,505,372,Thursday,Emergency Services,2165,0
3,503,379,Thursday,Mechanical,2839,0
3,504,414,Thursday,Late Leaving Garage,3374,0
3,504,429,Thursday,Late Leaving Garage,3374,0
3,506,915,Thursday,Mechanical,1090,0
3,503,943,Thursday,Utilized Off Route,2839,0
3,503,943,Thursday,Utilized Off Route,2839,0
3,511,946,Thursday,Emergency Services,167,0
3,505,962,Thursday,Mechanical,2194,0
3,510,979,Thursday,Mechanical,7347,0
3,504,1103,Thursday,Mechanical,15462,0
3,501,1194,Thursday,Mechanical,3088,0
3,512,1198,Thursday,Mechanical,14778,0
3,506,1252,Thursday,Mechanical,1093,0
3,511,1267,Thursday,Investigation,14619,0
3,510,1425,Thursday,Emergency Services,14816,0
3,504,108,Friday,Mechanical,4188,0
3,501,134,Friday,Investigation,6849,0
3,504,345,Friday,Held By,6849,0
3,504,346,Friday,Held By,6849,0
3,504,352,Friday,Held By,6849,0
3,510,464,Friday,Mechanical,7353,0
3,512,644,Friday,Held By,8169,0
3,512,651,Friday,Investigation,8171,0
3,512,702,Friday,Held By,8184,1
3,504,711,Friday,Mechanical,14665,0
3,504,711,Friday,Mechanical,14665,0
3,505,825,Friday,Mechanical,14639,0
3,505,868,Friday,Emergency Services,14639,0
3,505,912,Friday,Mechanical,2194,0
3,511,996,Friday,Emergency Services,14619,0
3,503,1073,Friday,Mechanical,3047,0
3,510,1083,Friday,Mechanical,10927,0
3,505,1112,Friday,Investigation,14639,0
3,511,1219,Friday,Mechanical,12584,0
3,510,1292,Friday,Emergency Services,14816,0
3,512,1402,Friday,Mechanical,14778,0
3,501,23,Saturday,Emergency Services,6813,0
3,501,377,Saturday,Investigation,6523,0
3,505,434,Saturday,Mechanical,2194,0
3,512,490,Saturday,Mechanical,8153,0
3,510,500,Saturday,Held By,7353,0
3,510,520,Saturday,Mechanical,7353,0
3,512,524,Saturday,Held By,8153,0
3,509,524,Saturday,Held By,13362,0
3,511,534,Saturday,Held By,161,0
3,512,556,Saturday,Late Leaving Garage,8153,0
3,501,573,Saturday,Investigation,6849,0
3,512,587,Saturday,Late Leaving Garage,8153,0
3,501,654,Saturday,Investigation,3071,0
3,504,959,Saturday,Emergency Services,14665,0
3,504,1080,Saturday,Mechanical,15462,0
3,506,1136,Saturday,Emergency Services,1099,0
3,506,1260,Saturday,Utilized Off Route,844,0
3,509,1260,Saturday,Mechanical,15190,0
3,510,1269,Saturday,Investigation,7347,0
3,506,1324,Saturday,Emergency Services,1153,0
3,501,1433,Saturday,Held By,6909,1
3,501,23,Sunday,Emergency Services,6813,0
3,510,522,Sunday,Late Leaving Garage,7353,0
3,501,691,Sunday,Investigation,3069,1
3,509,905,Sunday,Held By,15190,0
3,505,948,Sunday,Mechanical,2194,0
3,510,981,Sunday,Emergency Services,14816,0
3,506,990,Sunday,Utilized Off Route,812,0
3,504,996,Sunday,Mechanical,14665,0
3,510,1065,Sunday,Mechanical,7353,0
3,505,1080,Sunday,Mechanical,2161,0
3,505,1083,Sunday,Mechanical,2194,0
3,506,1194,Sunday,Mechanical,759,0
3,506,1252,Sunday,Investigation,1082,1
3,501,1310,Sunday,Mechanical,3088,0
3,510,1344,Sunday,Mechanical,7353,0
3,501,1433,Sunday,Held By,6909,1
3,506,355,Monday,Late Leaving Garage,1117,0
3,510,397,Monday,Late Leaving Garage,7353,0
3,501,423,Monday,Late Leaving Garage,15337,0
3,506,700,Monday,Mechanical,14741,0
3,505,909,Monday,Mechanical,2127,0
3,501,941,Monday,Mechanical,3088,0
3,501,969,Monday,Mechanical,6523,0
3,504,1036,Monday,Mechanical,15647,0
3,504,1068,Monday,Mechanical,15462,0
3,505,1082,Monday,Mechanical,14639,0
3,501,1233,Monday,Investigation,3052,0
3,505,1288,Monday,Mechanical,2194,0
3,501,1370,Monday,Investigation,3049,0
3,505,46,Tuesday,Investigation,2176,0
3,501,455,Tuesday,Mechanical,3051,0
3,504,726,Tuesday,Investigation,14665,0
3,501,773,Tuesday,Held By,3033,0
3,504,774,Tuesday,Mechanical,3374,0
3,505,790,Tuesday,Mechanical,2194,0
3,505,937,Tuesday,Investigation,2150,0
3,505,1038,Tuesday,Mechanical,2194,0
3,512,1072,Tuesday,Mechanical,14958,0
3,505,1179,Tuesday,Investigation,14639,0
3,506,1190,Tuesday,Mechanical,831,0
3,505,1222,Tuesday,Mechanical,2131,0
3,510,28,Wednesday,Investigation,7353,0
3,510,424,Wednesday,Mechanical,10927,0
3,501,510,Wednesday,Mechanical,6523,0
3,501,533,Wednesday,Mechanical,6523,0
3,501,575,Wednesday,Mechanical,6523,0
3,512,575,Wednesday,Mechanical,9980,0
3,505,612,Wednesday,Mechanical,2194,0
3,506,660,Wednesday,Mechanical,836,0
3,501,813,Wednesday,Investigation,6523,0
3,505,896,Wednesday,Investigation,2136,0
3,510,916,Wednesday,Mechanical,14816,0
3,501,1109,Wednesday,Investigation,6523,0
3,501,1324,Wednesday,Mechanical,3051,0
3,501,1375,Wednesday,Emergency Services,6804,0
3,505,554,Thursday,Mechanical,14639,0
3,505,559,Thursday,Mechanical,14639,0
3,505,572,Thursday,Mechanical,14639,0
3,505,580,Thursday,Mechanical,14639,0
3,509,728,Thursday,Emergency Services,14509,0
3,512,772,Thursday,Mechanical,8162,0
3,505,818,Thursday,Investigation,2119,0
3,506,823,Thursday,Emergency Services,14741,0
3,505,931,Thursday,Mechanical,2194,0
3,501,963,Thursday,Mechanical,6523,0
3,505,974,Thursday,Mechanical,14639,0
3,505,1032,Thursday,Mechanical,14639,0
3,505,1112,Thursday,Mechanical,14639,0
3,505,1199,Thursday,Mechanical,2141,0
3,512,1217,Thursday,Emergency Services,14958,0
3,510,1237,Thursday,Mechanical,7347,0
3,505,1240,Thursday,Mechanical,14639,0
3,510,1272,Thursday,Mechanical,7353,0
3,501,1272,Thursday,Investigation,3074,0
3,510,1339,Thursday,Investigation,10927,0
3,509,1339,Thursday,Investigation,13370,0
3,505,818,Friday,Mechanical,2152,0
3,506,879,Friday,Emergency Services,1151,0
3,505,888,Friday,Utilized Off Route,2194,0
3,504,981,Friday,Mechanical,1756,0
3,506,1013,Friday,Emergency Services,14741,0
3,505,1053,Friday,Mechanical,14639,0
3,503,1080,Friday,Emergency Services,2839,0
3,505,1088,Friday,Mechanical,14639,0
3,505,1104,Friday,Mechanical,14639,0
3,503,1184,Friday,Emergency Services,2839,0
3,506,1297,Friday,Investigation,986,1
3,505,1395,Friday,Investigation,2194,0
3,512,1426,Friday,Emergency Services,14958,0
3,504,47,Saturday,Emergency Services,14640,0
3,504,563,Saturday,Held By,3374,0
3,505,591,Saturday,Utilized Off Route,14639,0
3,501,833,Saturday,Emergency Services,14977,0
3,504,890,Saturday,Mechanical,14640,0
3,510,1044,Saturday,Investigation,14816,0
3,501,1330,Saturday,Emergency Services,3074,0
3,501,346,Sunday,Emergency Services,6523,0
3,509,425,Sunday,Mechanical,13370,0
3,506,472,Sunday,Mechanical,814,0
3,501,650,Sunday,Mechanical,6523,0
3,512,931,Sunday,Mechanical,14958,0
3,504,977,Sunday,Investigation,14665,0
3,501,1110,Sunday,Mechanical,3033,0
3,505,489,Monday,Investigation,2165,0
3,511,653,Monday,Held By,148,0
3,504,772,Monday,Held By,1769,0
3,504,1033,Monday,Investigation,14665,0
3,506,1146,Monday,Mechanical,14741,0
3,501,1173,Monday,Mechanical,3041,0
3,501,44,Tuesday,Mechanical,6523,0
3,505,891,Tuesday,Mechanical,2176,0
3,501,954,Tuesday,Mechanical,6523,0
3,510,1138,Tuesday,Emergency Services,14816,0
3,501,1144,Tuesday,Mechanical,15337,0
3,501,1225,Tuesday,Mechanical,6523,0
3,506,1360,Tuesday,Mechanical,1117,0
3,511,1425,Tuesday,Mechanical,14619,0
4,505,29,Wednesday,Mechanical,2194,0
4,506,473,Wednesday,Mechanical,14741,0
4,511,511,Wednesday,Emergency Services,14619,0
4,512,833,Wednesday,Investigation,14778,0
4,512,879,Wednesday,Mechanical,8178,0
4,505,907,Wednesday,Investigation,2194,0
4,505,1082,Wednesday,Investigation,14639,0
4,510,1166,Wednesday,Investigation,7355,0
4,506,1292,Wednesday,Emergency Services,1117,0
4,505,1309,Wednesday,Emergency Services,15355,0
4,501,1399,Wednesday,Emergency Services,3049,0
4,501,1428,Wednesday,Investigation,6523,0
4,501,448,Thursday,Mechanical,6852,0
4,506,464,Thursday,Mechanical,14741,0
4,501,620,Thursday,Investigation,6839,0
4,501,781,Thursday,Held By,11794,0
4,504,910,Thursday,Held By,4181,0
4,501,961,Thursday,Mechanical,6523,0
4,506,299,Friday,Mechanical,1117,0
4,506,301,Friday,Mechanical,1117,0
4,504,420,Friday,Investigation,15647,0
4,505,525,Friday,Mechanical,2194,0
4,512,544,Friday,Mechanical,8178,0
4,505,565,Friday,Mechanical,2176,0
4,501,661,Friday,Investigation,3081,0
4,505,790,Friday,Investigation,15355,0
4,501,844,Friday,Held By,3057,0
4,505,900,Friday,Emergency Services,14639,0
4,512,996,Friday,Mechanical,14778,0
4,512,1110,Friday,Held By,8169,1
4,510,1139,Friday,Mechanical,14816,0
4,506,1308,Friday,Mechanical,1252,0
4,501,1315,Friday,Mechanical,6842,0
4,504,1420,Friday,Mechanical,4179,0
4,506,615,Saturday,Mechanical,1093,0
4,501,627,Saturday,Investigation,6849,0
4,501,778,Saturday,Investigation,6849,0
4,501,780,Saturday,Investigation,6849,0
4,506,941,Saturday,Utilized Off Route,1102,0
4,501,995,Saturday,Mechanical,6849,0
4,512,1075,Saturday,Mechanical,14778,0
4,504,498,Sunday,Investigation,3374,0
4,506,777,Sunday,Mechanical,1117,0
4,506,869,Sunday,Emergency Services,1126,0
4,501,882,Sunday,Mechanical,3051,0
4,506,966,Sunday,Mechanical,1155,0
4,501,1035,Sunday,Investigation,15337,0
4,501,1095,Sunday,Held By,14977,0
4,504,1098,Sunday,Mechanical,14977,1
4,505,1108,Sunday,Emergency Services,14666,0
4,504,1278,Sunday,Mechanical,6849,1
4,510,1424,Sunday,Mechanical,7346,0
4,504,138,Monday,Held By,1758,0
4,501,347,Monday,Held By,6849,0
4,501,651,Monday,Investigation,14977,0
4,501,722,Monday,Mechanical,3049,0
4,506,726,Monday,Mechanical,836,0
4,501,866,Monday,Investigation,3057,0
4,511,907,Monday,Investigation,126,0
4,501,985,Monday,Mechanical,3088,0
4,512,1230,Monday,Mechanical,14958,0
4,510,85,Tuesday,Emergency Services,14816,0
4,512,709,Tuesday,Investigation,8162,1
4,505,742,Tuesday,Mechanical,14639,0
4,501,761,Tuesday,Investigation,16354,0
4,504,931,Tuesday,Investigation,4156,0
4,505,954,Tuesday,Mechanical,14639,0
4,512,1022,Tuesday,Mechanical,8153,0
4,510,1053,Tuesday,Held By,10935,1
4,509,1053,Tuesday,Held By,10935,1
4,505,1138,Tuesday,Held By,2152,0
4,506,1201,Tuesday,Investigation,760,0
4,501,1279,Tuesday,Emergency Services,6523,1
4,510,1317,Tuesday,Mechanical,14816,0
4,501,8,Wednesday,Emergency Services,3047,0
4,506,363,Wednesday,Mechanical,14741,0
4,509,538,Wednesday,Investigation,13362,0
4,511,541,Wednesday,Held By,10210,0
4,506,815,Wednesday,Mechanical,13923,1
4,504,911,Wednesday,Investigation,14665,1
4,505,1100,Wednesday,Mechanical,2136,0
4,501,1158,Wednesday,Mechanical,3049,0
4,505,406,Thursday,Mechanical,14639,0
4,505,584,Thursday,Mechanical,14639,0
4,501,589,Thursday,Mechanical,3088,0
4,504,662,Thursday,Mechanical,1763,0
4,504,779,Thursday,Mechanical,15643,0
4,504,846,Thursday,Mechanical,4156,0
4,509,960,Thursday,Utilized Off Route,13368,0
4,501,978,Thursday,Mechanical,6806,0
4,506,1224,Thursday,Mechanical,1252,0
4,501,1304,Thursday,Mechanical,6523,0
4,510,1374,Thursday,Mechanical,10935,0
4,511,91,Friday,Utilized Off Route,14619,0
4,504,386,Friday,Investigation,15647,0
4,504,554,Friday,Mechanical,14977,0
4,501,602,Friday,Emergency Services,6849,0
4,510,676,Friday,Investigation,10927,0
4,501,764,Friday,Mechanical,3088,0
4,506,782,Friday,Held By,1095,1
4,505,836,Friday,Investigation,2117,0
4,510,1265,Friday,Mechanical,10935,0
4,511,275,Saturday,Late Leaving Garage,161,0
4,506,438,Saturday,Mechanical,1117,0
4,509,671,Saturday,Mechanical,15190,0
4,511,679,Saturday,Investigation,186,0
4,506,692,Saturday,Mechanical,829,0
4,510,865,Saturday,Mechanical,10927,0
4,505,945,Saturday,Held By,1758,0
4,501,966,Saturday,Mechanical,6813,0
4,511,1012,Saturday,Emergency Services,14619,0
4,506,1062,Saturday,Held By,1117,0
4,505,1125,Saturday,Investigation,14666,0
4,501,1140,Saturday,Mechanical,3081,0
4,506,1152,Saturday,Utilized Off Route,1117,0
4,501,1266,Saturday,Investigation,6523,0
4,511,1389,Saturday,Overhead - Pantograph,14619,1
4,505,335,Sunday,Investigation,14639,0
4,510,544,Sunday,Late Leaving Garage,7353,0
4,510,548,Sunday,Late Leaving Garage,7353,0
4,501,607,Sunday,Investigation,3049,0
4,505,639,Sunday,Investigation,15355,0
4,501,781,Sunday,Mechanical,15337,0
4,510,1048,Sunday,Mechanical,14816,0
4,504,1090,Sunday,Mechanical,4149,0
4,511,1110,Sunday,Held By,161,0
4,501,12,Monday,Emergency Services,15347,1
4,504,348,Monday,Held By,6849,0
4,506,572,Monday,Mechanical,752,0
4,506,657,Monday,Investigation,1090,0
4,501,936,Monday,Mechanical,3041,0
4,511,939,Monday,Held By,16454,0
4,505,972,Monday,Mechanical,2119,0
4,505,1028,Monday,Emergency Services,14639,0
4,511,1035,Monday,Investigation,14619,0
4,510,1,Tuesday,Mechanical,14816,0
4,512,99,Tuesday,Mechanical,14778,0
4,511,442,Tuesday,Investigation,13672,0
4,504,595,Tuesday,Diversion,4156,0
4,501,960,Tuesday,Mechanical,6838,0
4,505,965,Tuesday,Investigation,2143,0
4,505,1053,Tuesday,Investigation,2190,0
4,504,1119,Tuesday,Mechanical,14640,0
4,505,1138,Tuesday,Utilized Off Route,14639,0
4,501,1215,Tuesday,Investigation,3071,0
4,512,65,Wednesday,Investigation,14958,0
4,506,433,Wednesday,Mechanical,1155,0
4,506,479,Wednesday,Late Leaving Garage,1117,0
4,510,572,Wednesday,Mechanical,14816,0
4,501,804,Wednesday,Mechanical,14393,0
4,501,948,Wednesday,Held By,6822,1
4,501,994,Wednesday,Held By,1758,0
4,501,1041,Wednesday,Mechanical,6523,0
4,504,1222,Wednesday,Held By,12538,1
4,504,1357,Wednesday,Held By,1758,1
4,504,124,Thursday,Diversion,15647,1
4,504,268,Thursday,Diversion,12538,0
4,506,429,Thursday,Investigation,1252,0
4,501,631,Thursday,Investigation,3069,0
4,510,709,Thursday,Mechanical,14816,0
4,511,853,Thursday,Mechanical,14619,0
4,501,886,Thursday,Held By,15343,0
4,504,967,Thursday,Mechanical,15647,0
4,506,969,Thursday,Emergency Services,1252,0
4,510,969,Thursday,Held By,7353,0
4,510,1075,Thursday,Mechanical,10927,0
4,510,1194,Thursday,Mechanical,7353,0
4,501,1260,Thursday,Mechanical,3069,0
4,505,1301,Thursday,Emergency Services,2194,0
4,501,1336,Thursday,Mechanical,6859,0
4,501,1346,Thursday,Mechanical,1758,1
4,506,1378,Thursday,Mechanical,14741,0
4,510,285,Friday,General Delay,7353,0
4,511,285,Friday,General Delay,161,0
4,510,320,Friday,Held By,7355,0
4,512,325,Friday,Held By,8153,0
4,509,326,Friday,Held By,13362,0
4,501,361,Friday,Investigation,14395,1
4,504,461,Friday,General Delay,15647,0
4,512,497,Friday,Mechanical,14350,0
4,512,665,Friday,Mechanical,8158,0
4,506,877,Friday,Mechanical,1252,0
4,512,893,Friday,Investigation,8153,0
4,511,956,Friday,Investigation,161,0
4,504,987,Friday,Mechanical,14640,0
4,511,1010,Friday,Mechanical,167,0
4,504,1021,Friday,Utilized Off Route,15647,0
4,505,1215,Friday,Held By,2182,0
4,510,1306,Friday,Utilized Off Route,7353,0
4,506,1382,Friday,Investigation,1102,0
4,505,22,Saturday,Investigation,1758,0
4,505,34,Saturday,Emergency Services,14666,0
4,504,42,Saturday,Emergency Services,15639,0
4,510,330,Saturday,Late Leaving Garage,7353,0
4,510,509,Saturday,Late Leaving Garage,7353,0
4,510,543,Saturday,Late Leaving Garage,7353,0
4,505,817,Saturday,Investigation,2125,0
4,510,870,Saturday,Mechanical,7346,0
4,501,250,Sunday,Held By,6813,1
4,510,439,Sunday,Mechanical,7349,0
4,501,517,Sunday,Emergency Services,6523,0
4,501,593,Sunday,Mechanical,3049,0
4,501,646,Sunday,Mechanical,3051,0
4,501,737,Sunday,Mechanical,6813,0
4,505,798,Sunday,Investigation,14639,0
4,501,891,Sunday,Mechanical,6523,0
4,505,912,Sunday,Investigation,2125,0
4,501,913,Sunday,Mechanical,6813,0
4,501,1029,Sunday,Mechanical,3088,0
4,506,1040,Sunday,Utilized Off Route,1082,0
4,510,1245,Sunday,Mechanical,14816,0
4,504,1350,Sunday,Investigation,1756,0
4,504,112,Monday,Investigation,9318,0
4,510,135,Monday,Investigation,7353,0
4,505,413,Monday,Mechanical,1758,0
4,501,418,Monday,Investigation,3067,0
4,501,433,Monday,Held By,3052,0
4,505,446,Monday,Mechanical,1758,0
4,505,492,Monday,Mechanical,1758,0
4,510,570,Monday,Mechanical,7349,0
4,510,593,Monday,Mechanical,7355,0
4,512,975,Monday,Mechanical,8146,0
4,505,1024,Monday,Mechanical,1758,0
4,506,1024,Monday,Held By,1082,0
4,505,1083,Monday,Emergency Services,2125,0
4,510,1195,Monday,Mechanical,7355,1
4,501,1333,Monday,Mechanical,6813,0
4,501,1416,Monday,Held By,6848,1
4,509,72,Tuesday,Investigation,15190,0
4,505,359,Tuesday,Investigation,1756,0
4,504,399,Tuesday,Investigation,6849,0
4,505,481,Tuesday,Mechanical,2125,0
4,506,494,Tuesday,Held By,844,1
4,505,500,Tuesday,Mechanical,2125,0
4,505,544,Tuesday,Investigation,1758,0
4,501,590,Tuesday,Mechanical,6859,0
4,501,627,Tuesday,Mechanical,3057,0
4,501,639,Tuesday,Mechanical,6523,0
4,510,640,Tuesday,Mechanical,14816,0
4,506,731,Tuesday,Mechanical,814,0
4,506,804,Tuesday,Mechanical,14741,0
4,501,1094,Tuesday,Held By,3067,0
4,506,1193,Tuesday,Mechanical,14741,0
4,501,1222,Tuesday,Investigation,6523,0
4,506,9,Wednesday,Held By,844,0
4,510,60,Wednesday,Investigation,7353,0
4,501,312,Wednesday,Held By,3045,0
4,505,464,Wednesday,Overhead - Pantograph,2125,0
4,505,511,Wednesday,Mechanical,1758,0
4,504,565,Wednesday,Investigation,14640,0
4,505,669,Wednesday,Mechanical,1758,0
4,501,953,Wednesday,Held By,3051,0
4,501,1040,Wednesday,Mechanical,15337,0
4,506,1276,Wednesday,Held By,1082,0
4,505,1276,Wednesday,Investigation,1758,0
4,501,1320,Wednesday,Mechanical,3051,0
4,501,1428,Wednesday,Emergency Services,5511,0
4,510,60,Thursday,Mechanical,10927,0
4,506,378,Thursday,Mechanical,1252,0
4,511,383,Thursday,Mechanical,14619,0
4,504,451,Thursday,Investigation,4141,0
4,510,597,Thursday,Investigation,14816,0
4,510,603,Thursday,Held By,7353,0
4,504,693,Thursday,Emergency Services,15635,1
4,504,737,Thursday,Investigation,15462,0
4,510,795,Thursday,Mechanical,10927,0
4,510,805,Thursday,Mechanical,10927,0
4,510,830,Thursday,Mechanical,10927,0
4,505,952,Thursday,Investigation,1756,0
4,501,1015,Thursday,Mechanical,3051,0
4,510,1404,Thursday,Mechanical,14816,0
4,506,669,Friday,Mechanical,840,0
4,501,694,Friday,Mechanical,3049,0
4,506,912,Friday,Mechanical,1102,0
4,512,988,Friday,Held By,16372,1
4,511,1005,Friday,Utilized Off Route,14619,0
4,511,1010,Friday,Utilized Off Route,14619,0
4,505,1043,Friday,Mechanical,14666,0
4,501,1123,Friday,Mechanical,6806,0
4,501,1317,Friday,Mechanical,14393,0
4,501,1321,Friday,Mechanical,2869,0
4,501,1396,Friday,Investigation,6523,0
4,504,10,Saturday,Diversion,15462,0
4,501,75,Saturday,Investigation,6851,0
4,504,365,Saturday,Held By,4156,0
4,501,552,Saturday,Investigation,3049,0
4,501,555,Saturday,Mechanical,6813,0
4,501,629,Saturday,Investigation,6822,0
4,511,642,Saturday,Investigation,126,0
4,501,791,Saturday,Mechanical,6813,0
4,505,792,Saturday,Overhead - Pantograph,1756,0
4,501,907,Saturday,Diversion,6847,0
4,505,969,Saturday,Mechanical,2119,0
4,505,1090,Saturday,Mechanical,1756,0
4,506,1286,Saturday,Emergency Services,1451,0
4,504,2,Sunday,Investigation,15462,0
4,501,541,Sunday,Held By,6523,0
4,510,545,Sunday,Mechanical,14816,0
4,501,653,Sunday,Mechanical,6523,0
4,505,654,Sunday,Mechanical,2143,0
4,505,656,Sunday,Overhead - Pantograph,2143,0
4,506,697,Sunday,Mechanical,844,0
4,501,949,Sunday,Mechanical,3057,0
4,501,963,Sunday,Held By,3063,1
4,505,1194,Sunday,Held By,1769,0
4,501,1207,Sunday,Investigation,6855,0
4,505,422,Monday,Mechanical,2123,0
4,501,464,Monday,Mechanical,6806,0
4,505,544,Monday,Mechanical,1756,0
4,510,743,Monday,Mechanical,14816,0
4,506,5,Tuesday,Mechanical,1252,0
4,509,31,Tuesday,Mechanical,15190,0
4,501,336,Tuesday,Mechanical,6806,0
4,511,337,Tuesday,Utilized Off Route,14619,0
4,505,376,Tuesday,Emergency Services,1758,0
4,512,554,Tuesday,Mechanical,14350,0
4,501,624,Tuesday,Investigation,3033,0
4,512,698,Tuesday,Mechanical,16372,1
4,511,728,Tuesday,Mechanical,14619,0
4,511,732,Tuesday,Utilized Off Route,14619,0
4,511,752,Tuesday,Utilized Off Route,14619,0
4,512,793,Tuesday,Overhead - Pantograph,8153,0
4,506,885,Tuesday,Investigation,1117,0
4,505,903,Tuesday,Mechanical,14639,0
4,512,1045,Tuesday,Investigation,16372,0
4,504,1283,Tuesday,Diversion,4578,1
4,505,1283,Tuesday,Diversion,986,0
4,501,1309,Tuesday,Investigation,3081,0
4,504,1335,Tuesday,Mechanical,14665,0
4,505,1410,Tuesday,Mechanical,1756,0
4,510,315,Wednesday,Mechanical,7353,0
4,501,462,Wednesday,Mechanical,3045,1
4,511,581,Wednesday,Utilized Off Route,14619,0
4,511,604,Wednesday,Mechanical,14619,0
4,511,616,Wednesday,Mechanical,14619,0
4,510,616,Wednesday,Mechanical,7355,0
4,501,666,Wednesday,Investigation,2869,0
4,504,748,Wednesday,Mechanical,14665,0
4,505,1079,Wednesday,Mechanical,2136,0
4,506,1290,Wednesday,Investigation,1153,0
4,511,1294,Wednesday,Utilized Off Route,14619,0
4,501,1361,Wednesday,Investigation,3074,0
4,501,412,Thursday,Investigation,3041,1
4,505,517,Thursday,Mechanical,14639,0
4,506,771,Thursday,Mechanical,1252,0
4,501,984,Thursday,Held By,15337,0
4,506,1005,Thursday,Held By,1128,0
4,504,1005,Thursday,Investigation,15462,0
4,501,1152,Thursday,Held By,6523,0
4,501,1161,Thursday,Held By,5511,1
4,501,1186,Thursday,Mechanical,3047,0
5,511,430,Friday,Mechanical,14508,0
5,510,461,Friday,Mechanical,7349,0
5,504,571,Friday,General Delay,4181,0
5,501,644,Friday,Mechanical,3065,0
5,505,666,Friday,Mechanical,14639,0
5,506,716,Friday,Investigation,1117,0
5,506,727,Friday,Mechanical,1102,0
5,506,858,Friday,Mechanical,14741,0
5,512,929,Friday,Emergency Services,14778,0
5,501,970,Friday,Mechanical,6822,0
5,510,1113,Friday,Mechanical,7351,0
5,511,1419,Friday,Investigation,148,0
5,505,720,Saturday,Mechanical,2147,1
5,505,973,Saturday,Mechanical,2136,0
5,501,974,Saturday,Mechanical,6523,0
5,505,997,Saturday,Held By,2182,1
5,504,1000,Saturday,Held By,2150,0
5,511,1016,Saturday,Utilized Off Route,14619,0
5,511,1037,Saturday,Utilized Off Route,14619,0
5,511,1060,Saturday,Utilized Off Route,14619,0
5,506,1080,Saturday,Held By,760,0
5,501,1130,Saturday,Mechanical,14394,0
5,509,596,Sunday,Mechanical,13362,0
5,505,760,Sunday,Overhead - Pantograph,2117,1
5,501,850,Sunday,Investigation,3036,0
5,506,935,Sunday,Mechanical,1252,0
5,501,1131,Sunday,Investigation,3049,0
5,501,1334,Sunday,Investigation,6859,0
5,505,1384,Sunday,Mechanical,14639,0
5,505,306,Monday,Investigation,1756,0
5,504,324,Monday,Investigation,3374,0
5,511,365,Monday,Utilized Off Route,12584,0
5,511,365,Monday,Utilized Off Route,12584,0
5,504,426,Monday,Investigation,15462,0
5,505,436,Monday,Mechanical,1756,0
5,511,557,Monday,Mechanical,12584,0
5,506,745,Monday,Mechanical,754,0
5,504,885,Monday,Mechanical,4163,0
5,501,891,Monday,Mechanical,3065,0
5,506,1045,Monday,Investigation,760,0
5,505,1046,Monday,Emergency Services,2182,0
5,505,1322,Monday,Mechanical,2136,0
5,511,1324,Monday,Mechanical,14619,0
5,506,1377,Monday,Mechanical,844,0
5,510,24,Tuesday,Investigation,7346,0
5,501,524,Tuesday,Mechanical,6523,0
