Exhibition Loop
Fleet St at Strachan Ave
Fleet St at Fort York Blvd East Side
Fleet St at Bastion St
Fleet St at Bathurst St
Bathurst St at Fort York Blvd
Bathurst St at Niagara St
Bathurst St at King St West
Bathurst St at Queen St West
Bathurst St at Carr St
Bathurst St at Dundas St West - Toronto Western Hospital
Bathurst St at Nassau St - Toronto Western Hospital
Bathurst St at College St
Bathurst St at Ulster St
Bathurst St at Harbord St
Bathurst St at Lennox St
Bathurst Station
